cust,monthly_bill,tax_body,biz_type,total_yards,compost,garbage,recycle,needed_recycle,needed_compost,enough_recycle_compost,compost_cost,garbage_cost,recycle_cost
10317,505.47,S,AUTO,9.92,0.96,2,6.96,1,1,0,66.56,363.91,75
10317,505.47,S,AUTO,9.92,0.96,2,6.96,1,1,0,66.56,363.91,75
10318,668.93,S,UTILITY,4.48,0,4,0.48,2,1,0,0,668.93,0
10318,668.93,S,UTILITY,4.48,0,4,0.48,2,1,0,0,668.93,0
10321,743.93,S,AUTO,9.92,0.48,4,5.4399999999999995,2,1,0,0,668.93,75
10321,743.93,S,AUTO,9.92,0.48,4,5.4399999999999995,2,1,0,0,668.93,75
10321,743.93,S,AUTO,9.92,0.48,4,5.4399999999999995,2,1,0,0,668.93,75
10321,743.93,S,AUTO,9.92,0.48,4,5.4399999999999995,2,1,0,0,668.93,75
10323,1843.37,S,MULTIFAMIL,17.919999999999998,5.279999999999999,9.76,2.88,5,3,0,0,766.8,0
10323,1843.37,S,MULTIFAMIL,17.919999999999998,5.279999999999999,9.76,2.88,5,3,0,0,766.8,0
10323,1843.37,S,MULTIFAMIL,17.919999999999998,5.279999999999999,9.76,2.88,5,3,0,0,766.8,0
10323,1843.37,S,MULTIFAMIL,17.919999999999998,5.279999999999999,9.76,2.88,5,3,0,0,766.8,0
10325,97.87,S,COMMUNITY,1.44,0.48,0.48,0.48,0,0,1,0,97.87,0
10325,97.87,S,COMMUNITY,1.44,0.48,0.48,0.48,0,0,1,0,97.87,0
10325,97.87,S,COMMUNITY,1.44,0.48,0.48,0.48,0,0,1,0,97.87,0
10327,97.87,S,VINEYARD,0.96,0,0.48,0.48,0,0,1,0,97.87,0
10327,97.87,S,VINEYARD,0.96,0,0.48,0.48,0,0,1,0,97.87,0
10328,1500.79,S,BAKERY,43.04,8.64,16,18.4,8,5,1,0,2557.94,296.82
10328,1500.79,S,BAKERY,43.04,8.64,16,18.4,8,5,1,0,2557.94,296.82
10328,1500.79,S,BAKERY,43.04,8.64,16,18.4,8,5,1,0,2557.94,296.82
10328,1500.79,S,BAKERY,43.04,8.64,16,18.4,8,5,1,0,2557.94,296.82
10328,1500.79,S,BAKERY,43.04,8.64,16,18.4,8,5,1,0,2557.94,296.82
10328,1500.79,S,BAKERY,43.04,8.64,16,18.4,8,5,1,0,2557.94,296.82
10328,1500.79,S,BAKERY,43.04,8.64,16,18.4,8,5,1,0,2557.94,296.82
10328,1500.79,S,BAKERY,43.04,8.64,16,18.4,8,5,1,0,2557.94,296.82
10328,1500.79,S,BAKERY,43.04,8.64,16,18.4,8,5,1,0,2557.94,296.82
10328,1500.79,S,BAKERY,43.04,8.64,16,18.4,8,5,1,0,2557.94,296.82
10328,1500.79,S,BAKERY,43.04,8.64,16,18.4,8,5,1,0,2557.94,296.82
10328,1500.79,S,BAKERY,43.04,8.64,16,18.4,8,5,1,0,2557.94,296.82
10333,195.75,S,MULTIFAMIL,2.4,0.48,0.96,0.96,0,0,1,0,195.75,0
10333,195.75,S,MULTIFAMIL,2.4,0.48,0.96,0.96,0,0,1,0,195.75,0
10333,195.75,S,MULTIFAMIL,2.4,0.48,0.96,0.96,0,0,1,0,195.75,0
10333,195.75,S,MULTIFAMIL,2.4,0.48,0.96,0.96,0,0,1,0,195.75,0
10333,195.75,S,MULTIFAMIL,2.4,0.48,0.96,0.96,0,0,1,0,195.75,0
10333,195.75,S,MULTIFAMIL,2.4,0.48,0.96,0.96,0,0,1,0,195.75,0
10334,363.91,S,GROCERY,3.92,0.48,2,1.44,1,1,0,0,363.91,0
10334,363.91,S,GROCERY,3.92,0.48,2,1.44,1,1,0,0,363.91,0
10334,363.91,S,GROCERY,3.92,0.48,2,1.44,1,1,0,0,363.91,0
10335,363.91,S,SCHOOL,3.92,0.48,2,1.44,1,1,0,0,363.91,0
10335,363.91,S,SCHOOL,3.92,0.48,2,1.44,1,1,0,0,363.91,0
10335,363.91,S,SCHOOL,3.92,0.48,2,1.44,1,1,0,0,363.91,0
10335,363.91,S,SCHOOL,3.92,0.48,2,1.44,1,1,0,0,363.91,0
10335,363.91,S,SCHOOL,3.92,0.48,2,1.44,1,1,0,0,363.91,0
10340,97.87,S,OFFICE BLD,1.44,0.48,0.48,0.48,0,0,1,0,97.87,0
10340,97.87,S,OFFICE BLD,1.44,0.48,0.48,0.48,0,0,1,0,97.87,0
10340,97.87,S,OFFICE BLD,1.44,0.48,0.48,0.48,0,0,1,0,97.87,0
10342,391.48,S,MEDICAL,5.28,0.48,3.84,0.96,2,1,0,0,391.48,0
10342,391.48,S,MEDICAL,5.28,0.48,3.84,0.96,2,1,0,0,391.48,0
10342,391.48,S,MEDICAL,5.28,0.48,3.84,0.96,2,1,0,0,391.48,0
10342,391.48,S,MEDICAL,5.28,0.48,3.84,0.96,2,1,0,0,391.48,0
10343,3208.23,S,HOA,26,4,12,10,6,4,1,454.87,1947.9,805.46
10343,3208.23,S,HOA,26,4,12,10,6,4,1,454.87,1947.9,805.46
10343,3208.23,S,HOA,26,4,12,10,6,4,1,454.87,1947.9,805.46
10343,3208.23,S,HOA,26,4,12,10,6,4,1,454.87,1947.9,805.46
10343,3208.23,S,HOA,26,4,12,10,6,4,1,454.87,1947.9,805.46
10344,7013.3,S,MOBILEHOME,139.51999999999998,0,34.4,105.11999999999999,17,11,0,0,32.62,0
10344,7013.3,S,MOBILEHOME,139.51999999999998,0,34.4,105.11999999999999,17,11,0,0,32.62,0
10345,668.93,S,INDUSTRIAL,5.4399999999999995,0,4,1.44,2,1,0,0,668.93,0
10345,668.93,S,INDUSTRIAL,5.4399999999999995,0,4,1.44,2,1,0,0,668.93,0
10346,363.91,S,WINERY,2.48,0,2,0.48,1,1,0,0,363.91,0
10346,363.91,S,WINERY,2.48,0,2,0.48,1,1,0,0,363.91,0
10347,2036.81,S,NRSG HOME,38.4,0.96,36,1.44,18,12,0,66.56,5910.75,0
10347,2036.81,S,NRSG HOME,38.4,0.96,36,1.44,18,12,0,66.56,5910.75,0
10347,2036.81,S,NRSG HOME,38.4,0.96,36,1.44,18,12,0,66.56,5910.75,0
10347,2036.81,S,NRSG HOME,38.4,0.96,36,1.44,18,12,0,66.56,5910.75,0
10347,2036.81,S,NRSG HOME,38.4,0.96,36,1.44,18,12,0,66.56,5910.75,0
10347,2036.81,S,NRSG HOME,38.4,0.96,36,1.44,18,12,0,66.56,5910.75,0
10348,1170.63,S,MULTIFAMIL,8,0,4,4,2,1,0,0,668.93,501.7
10348,1170.63,S,MULTIFAMIL,8,0,4,4,2,1,0,0,668.93,501.7
10349,413.91,S,MULTIFAMIL,3.44,0.48,2,0.96,1,1,0,0,363.91,0
10349,413.91,S,MULTIFAMIL,3.44,0.48,2,0.96,1,1,0,0,363.91,0
10349,413.91,S,MULTIFAMIL,3.44,0.48,2,0.96,1,1,0,0,363.91,0
10355,668.93,S,OFFICE BLD,5.44,0.48,4,0.96,2,1,0,0,668.93,0
10355,668.93,S,OFFICE BLD,5.44,0.48,4,0.96,2,1,0,0,668.93,0
10355,668.93,S,OFFICE BLD,5.44,0.48,4,0.96,2,1,0,0,668.93,0
10366,506.7,C,MULTIFAMIL,2.4,0,2.4,0,1,1,0,0,101.34,0
10368,1658.21,COUNTY,LODGING-FW,10.879999999999999,2.88,4,4,2,1,1,0,890.4,667.81
10368,1658.21,COUNTY,LODGING-FW,10.879999999999999,2.88,4,4,2,1,1,0,890.4,667.81
10368,1658.21,COUNTY,LODGING-FW,10.879999999999999,2.88,4,4,2,1,1,0,890.4,667.81
10368,1658.21,COUNTY,LODGING-FW,10.879999999999999,2.88,4,4,2,1,1,0,890.4,667.81
10368,1658.21,COUNTY,LODGING-FW,10.879999999999999,2.88,4,4,2,1,1,0,890.4,667.81
10373,363.91,S,CHURCH,5.52,1.12,2,2.4,1,1,1,0,363.91,0
10373,363.91,S,CHURCH,5.52,1.12,2,2.4,1,1,1,0,363.91,0
10373,363.91,S,CHURCH,5.52,1.12,2,2.4,1,1,1,0,363.91,0
10373,363.91,S,CHURCH,5.52,1.12,2,2.4,1,1,1,0,363.91,0
10373,363.91,S,CHURCH,5.52,1.12,2,2.4,1,1,1,0,363.91,0
10374,363.91,S,COMMUNITY,2.96,0,2,0.96,1,1,0,0,363.91,0
10374,363.91,S,COMMUNITY,2.96,0,2,0.96,1,1,0,0,363.91,0
10374,363.91,S,COMMUNITY,2.96,0,2,0.96,1,1,0,0,363.91,0
10378,430.47,S,CHURCH,3.44,0.96,2,0.48,1,1,0,66.56,363.91,0
10378,430.47,S,CHURCH,3.44,0.96,2,0.48,1,1,0,66.56,363.91,0
10378,430.47,S,CHURCH,3.44,0.96,2,0.48,1,1,0,66.56,363.91,0
10378,430.47,S,CHURCH,3.44,0.96,2,0.48,1,1,0,66.56,363.91,0
10383,2804.07,S,OFFICE BLD,54.48,0,54,0.48,27,18,0,0,8412.210000000001,0
10383,2804.07,S,OFFICE BLD,54.48,0,54,0.48,27,18,0,0,8412.210000000001,0
10383,2804.07,S,OFFICE BLD,54.48,0,54,0.48,27,18,0,0,8412.210000000001,0
10383,2804.07,S,OFFICE BLD,54.48,0,54,0.48,27,18,0,0,8412.210000000001,0
10384,363.91,S,CONTRACTOR,2.96,0,2,0.96,1,1,0,0,363.91,0
10384,363.91,S,CONTRACTOR,2.96,0,2,0.96,1,1,0,0,363.91,0
10390,101.24,Y,CHURCH,1.44,0.48,0.48,0.48,0,0,1,0,101.24,0
10390,101.24,Y,CHURCH,1.44,0.48,0.48,0.48,0,0,1,0,101.24,0
10390,101.24,Y,CHURCH,1.44,0.48,0.48,0.48,0,0,1,0,101.24,0
10394,8471.2,Y,MOBILEHOME,159.68,5.279999999999999,40.16,114.24,20,13,0,0,134.99,0
10394,8471.2,Y,MOBILEHOME,159.68,5.279999999999999,40.16,114.24,20,13,0,0,134.99,0
10394,8471.2,Y,MOBILEHOME,159.68,5.279999999999999,40.16,114.24,20,13,0,0,134.99,0
10394,8471.2,Y,MOBILEHOME,159.68,5.279999999999999,40.16,114.24,20,13,0,0,134.99,0
10394,8471.2,Y,MOBILEHOME,159.68,5.279999999999999,40.16,114.24,20,13,0,0,134.99,0
10395,1601.16,Y,LODGING,21.28,0.32,16,4.96,8,5,0,0,3052.32,75
10395,1601.16,Y,LODGING,21.28,0.32,16,4.96,8,5,0,0,3052.32,75
10395,1601.16,Y,LODGING,21.28,0.32,16,4.96,8,5,0,0,3052.32,75
10395,1601.16,Y,LODGING,21.28,0.32,16,4.96,8,5,0,0,3052.32,75
10395,1601.16,Y,LODGING,21.28,0.32,16,4.96,8,5,0,0,3052.32,75
10400,101.24,Y,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,101.24,0
10400,101.24,Y,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,101.24,0
10403,1548.35,Y,STRIP MALL,17.92,0,1.44,16.48,1,0,1,0,101.24,2289.26
10403,1548.35,Y,STRIP MALL,17.92,0,1.44,16.48,1,0,1,0,101.24,2289.26
10403,1548.35,Y,STRIP MALL,17.92,0,1.44,16.48,1,0,1,0,101.24,2289.26
10403,1548.35,Y,STRIP MALL,17.92,0,1.44,16.48,1,0,1,0,101.24,2289.26
10410,103.93,C,LODGING-FW,1.44,0.48,0.48,0.48,0,0,1,0,103.93,0
10410,103.93,C,LODGING-FW,1.44,0.48,0.48,0.48,0,0,1,0,103.93,0
10410,103.93,C,LODGING-FW,1.44,0.48,0.48,0.48,0,0,1,0,103.93,0
10411,802.51,C,LODGING,31.68,1.44,3.36,26.88,2,1,1,0,103.93,150
10411,802.51,C,LODGING,31.68,1.44,3.36,26.88,2,1,1,0,103.93,150
10411,802.51,C,LODGING,31.68,1.44,3.36,26.88,2,1,1,0,103.93,150
10411,802.51,C,LODGING,31.68,1.44,3.36,26.88,2,1,1,0,103.93,150
10411,802.51,C,LODGING,31.68,1.44,3.36,26.88,2,1,1,0,103.93,150
10418,101.24,Y,CHURCH,1.44,0.48,0.48,0.48,0,0,1,0,101.24,0
10418,101.24,Y,CHURCH,1.44,0.48,0.48,0.48,0,0,1,0,101.24,0
10418,101.24,Y,CHURCH,1.44,0.48,0.48,0.48,0,0,1,0,101.24,0
10432,1649.14,Y,NRSG HOME,19.360000000000003,1.92,16,1.44,8,5,0,68.84,3160.6,0
10432,1649.14,Y,NRSG HOME,19.360000000000003,1.92,16,1.44,8,5,0,68.84,3160.6,0
10432,1649.14,Y,NRSG HOME,19.360000000000003,1.92,16,1.44,8,5,0,68.84,3160.6,0
10432,1649.14,Y,NRSG HOME,19.360000000000003,1.92,16,1.44,8,5,0,68.84,3160.6,0
10432,1649.14,Y,NRSG HOME,19.360000000000003,1.92,16,1.44,8,5,0,68.84,3160.6,0
10432,1649.14,Y,NRSG HOME,19.360000000000003,1.92,16,1.44,8,5,0,68.84,3160.6,0
10432,1649.14,Y,NRSG HOME,19.360000000000003,1.92,16,1.44,8,5,0,68.84,3160.6,0
10432,1649.14,Y,NRSG HOME,19.360000000000003,1.92,16,1.44,8,5,0,68.84,3160.6,0
10432,1649.14,Y,NRSG HOME,19.360000000000003,1.92,16,1.44,8,5,0,68.84,3160.6,0
10435,890.4,COUNTY,VINEYARD,5.4399999999999995,0,4,1.44,2,1,0,0,890.4,0
10435,890.4,COUNTY,VINEYARD,5.4399999999999995,0,4,1.44,2,1,0,0,890.4,0
10435,890.4,COUNTY,VINEYARD,5.4399999999999995,0,4,1.44,2,1,0,0,890.4,0
10435,890.4,COUNTY,VINEYARD,5.4399999999999995,0,4,1.44,2,1,0,0,890.4,0
10438,1966.06,COUNTY,GROUP HOME,14.000000000000002,2.56,6,5.440000000000001,3,2,1,0,1298.25,667.81
10438,1966.06,COUNTY,GROUP HOME,14.000000000000002,2.56,6,5.440000000000001,3,2,1,0,1298.25,667.81
10438,1966.06,COUNTY,GROUP HOME,14.000000000000002,2.56,6,5.440000000000001,3,2,1,0,1298.25,667.81
10438,1966.06,COUNTY,GROUP HOME,14.000000000000002,2.56,6,5.440000000000001,3,2,1,0,1298.25,667.81
10438,1966.06,COUNTY,GROUP HOME,14.000000000000002,2.56,6,5.440000000000001,3,2,1,0,1298.25,667.81
10438,1966.06,COUNTY,GROUP HOME,14.000000000000002,2.56,6,5.440000000000001,3,2,1,0,1298.25,667.81
10438,1966.06,COUNTY,GROUP HOME,14.000000000000002,2.56,6,5.440000000000001,3,2,1,0,1298.25,667.81
10442,1585.28,COUNTY,INDUSTRIAL,9.440000000000001,0,4,5.440000000000001,2,1,0,0,917.47,667.81
10442,1585.28,COUNTY,INDUSTRIAL,9.440000000000001,0,4,5.440000000000001,2,1,0,0,917.47,667.81
10442,1585.28,COUNTY,INDUSTRIAL,9.440000000000001,0,4,5.440000000000001,2,1,0,0,917.47,667.81
10442,1585.28,COUNTY,INDUSTRIAL,9.440000000000001,0,4,5.440000000000001,2,1,0,0,917.47,667.81
10442,1585.28,COUNTY,INDUSTRIAL,9.440000000000001,0,4,5.440000000000001,2,1,0,0,917.47,667.81
10445,1488.25,COUNTY,WINERY,15.44,0,6,9.44,3,2,0,0,1298.25,150
10445,1488.25,COUNTY,WINERY,15.44,0,6,9.44,3,2,0,0,1298.25,150
10445,1488.25,COUNTY,WINERY,15.44,0,6,9.44,3,2,0,0,1298.25,150
10445,1488.25,COUNTY,WINERY,15.44,0,6,9.44,3,2,0,0,1298.25,150
10448,3499.08,COUNTY,HOSPITAL,12.48,0,12.48,0,6,4,0,0,44.86,0
10453,482.56,COUNTY,MOBILEHOME,3.92,0.48,2,1.44,1,1,0,0,482.56,0
10453,482.56,COUNTY,MOBILEHOME,3.92,0.48,2,1.44,1,1,0,0,482.56,0
10453,482.56,COUNTY,MOBILEHOME,3.92,0.48,2,1.44,1,1,0,0,482.56,0
10453,482.56,COUNTY,MOBILEHOME,3.92,0.48,2,1.44,1,1,0,0,482.56,0
10453,482.56,COUNTY,MOBILEHOME,3.92,0.48,2,1.44,1,1,0,0,482.56,0
10459,482.56,COUNTY,HOSPITAL,2.48,0,2,0.48,1,1,0,0,482.56,0
10459,482.56,COUNTY,HOSPITAL,2.48,0,2,0.48,1,1,0,0,482.56,0
10461,890.4,COUNTY,WINERY,6.24,1.28,4,0.96,2,1,0,0,890.4,0
10461,890.4,COUNTY,WINERY,6.24,1.28,4,0.96,2,1,0,0,890.4,0
10461,890.4,COUNTY,WINERY,6.24,1.28,4,0.96,2,1,0,0,890.4,0
10461,890.4,COUNTY,WINERY,6.24,1.28,4,0.96,2,1,0,0,890.4,0
10461,890.4,COUNTY,WINERY,6.24,1.28,4,0.96,2,1,0,0,890.4,0
10461,890.4,COUNTY,WINERY,6.24,1.28,4,0.96,2,1,0,0,890.4,0
10471,965.4,COUNTY,POLICEFIRE,9.440000000000001,0.96,4,4.48,2,1,0,0,890.4,75
10471,965.4,COUNTY,POLICEFIRE,9.440000000000001,0.96,4,4.48,2,1,0,0,890.4,75
10471,965.4,COUNTY,POLICEFIRE,9.440000000000001,0.96,4,4.48,2,1,0,0,890.4,75
10471,965.4,COUNTY,POLICEFIRE,9.440000000000001,0.96,4,4.48,2,1,0,0,890.4,75
10475,965.4,COUNTY,WINERY,10.96,0,4,6.96,2,1,0,0,890.4,75
10475,965.4,COUNTY,WINERY,10.96,0,4,6.96,2,1,0,0,890.4,75
10475,965.4,COUNTY,WINERY,10.96,0,4,6.96,2,1,0,0,890.4,75
10475,965.4,COUNTY,WINERY,10.96,0,4,6.96,2,1,0,0,890.4,75
10480,134.57,COUNTY,SCHOOL,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
10480,134.57,COUNTY,SCHOOL,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
10480,134.57,COUNTY,SCHOOL,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
10483,890.4,COUNTY,VINEYARD,5.4399999999999995,0,4,1.44,2,1,0,0,890.4,0
10483,890.4,COUNTY,VINEYARD,5.4399999999999995,0,4,1.44,2,1,0,0,890.4,0
10483,890.4,COUNTY,VINEYARD,5.4399999999999995,0,4,1.44,2,1,0,0,890.4,0
10483,890.4,COUNTY,VINEYARD,5.4399999999999995,0,4,1.44,2,1,0,0,890.4,0
10487,482.56,COUNTY,CHURCH,3.92,0.48,2,1.44,1,1,0,0,482.56,0
10487,482.56,COUNTY,CHURCH,3.92,0.48,2,1.44,1,1,0,0,482.56,0
10487,482.56,COUNTY,CHURCH,3.92,0.48,2,1.44,1,1,0,0,482.56,0
10488,699.2,COUNTY,SCHOOL,4.96,0.48,1.92,2.56,1,1,0,0,349.6,0
10488,699.2,COUNTY,SCHOOL,4.96,0.48,1.92,2.56,1,1,0,0,349.6,0
10488,699.2,COUNTY,SCHOOL,4.96,0.48,1.92,2.56,1,1,0,0,349.6,0
10488,699.2,COUNTY,SCHOOL,4.96,0.48,1.92,2.56,1,1,0,0,349.6,0
10488,699.2,COUNTY,SCHOOL,4.96,0.48,1.92,2.56,1,1,0,0,349.6,0
10490,482.56,COUNTY,SCHOOL,6.96,1.44,2,3.52,1,1,1,0,482.56,0
10490,482.56,COUNTY,SCHOOL,6.96,1.44,2,3.52,1,1,1,0,482.56,0
10490,482.56,COUNTY,SCHOOL,6.96,1.44,2,3.52,1,1,1,0,482.56,0
10490,482.56,COUNTY,SCHOOL,6.96,1.44,2,3.52,1,1,1,0,482.56,0
10490,482.56,COUNTY,SCHOOL,6.96,1.44,2,3.52,1,1,1,0,482.56,0
10490,482.56,COUNTY,SCHOOL,6.96,1.44,2,3.52,1,1,1,0,482.56,0
10490,482.56,COUNTY,SCHOOL,6.96,1.44,2,3.52,1,1,1,0,482.56,0
10490,482.56,COUNTY,SCHOOL,6.96,1.44,2,3.52,1,1,1,0,482.56,0
10490,482.56,COUNTY,SCHOOL,6.96,1.44,2,3.52,1,1,1,0,482.56,0
10490,482.56,COUNTY,SCHOOL,6.96,1.44,2,3.52,1,1,1,0,482.56,0
10490,482.56,COUNTY,SCHOOL,6.96,1.44,2,3.52,1,1,1,0,482.56,0
10500,363.91,S,MINI MART,3.44,0,2,1.44,1,1,0,0,363.91,0
10500,363.91,S,MINI MART,3.44,0,2,1.44,1,1,0,0,363.91,0
10503,667.81,COUNTY,VINEYARD,4,0,0,4,0,0,1,0,0,667.81
10507,965.4,COUNTY,WINERY,11.92,0.48,4,7.4399999999999995,2,1,0,0,890.4,75
10507,965.4,COUNTY,WINERY,11.92,0.48,4,7.4399999999999995,2,1,0,0,890.4,75
10507,965.4,COUNTY,WINERY,11.92,0.48,4,7.4399999999999995,2,1,0,0,890.4,75
10507,965.4,COUNTY,WINERY,11.92,0.48,4,7.4399999999999995,2,1,0,0,890.4,75
10510,1447.1,COUNTY,VINEYARD,4,0,4,0,2,1,0,0,1447.1,0
10512,134.57,COUNTY,WINERY,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
10512,134.57,COUNTY,WINERY,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
10512,134.57,COUNTY,WINERY,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
10516,890.4,COUNTY,VINEYARD,5.4399999999999995,0,4,1.44,2,1,0,0,890.4,0
10516,890.4,COUNTY,VINEYARD,5.4399999999999995,0,4,1.44,2,1,0,0,890.4,0
10516,890.4,COUNTY,VINEYARD,5.4399999999999995,0,4,1.44,2,1,0,0,890.4,0
10516,890.4,COUNTY,VINEYARD,5.4399999999999995,0,4,1.44,2,1,0,0,890.4,0
10519,0,COUNTY,WINERY,10.5,0,3.5,7,2,1,0,0,0,0
10519,0,COUNTY,WINERY,10.5,0,3.5,7,2,1,0,0,0,0
10519,0,COUNTY,WINERY,10.5,0,3.5,7,2,1,0,0,0,0
10521,2440.1,COUNTY,WINERY,21.439999999999998,6,4,11.44,2,1,1,1168.96,1121.14,150
10521,2440.1,COUNTY,WINERY,21.439999999999998,6,4,11.44,2,1,1,1168.96,1121.14,150
10521,2440.1,COUNTY,WINERY,21.439999999999998,6,4,11.44,2,1,1,1168.96,1121.14,150
10521,2440.1,COUNTY,WINERY,21.439999999999998,6,4,11.44,2,1,1,1168.96,1121.14,150
10521,2440.1,COUNTY,WINERY,21.439999999999998,6,4,11.44,2,1,1,1168.96,1121.14,150
10521,2440.1,COUNTY,WINERY,21.439999999999998,6,4,11.44,2,1,1,1168.96,1121.14,150
10521,2440.1,COUNTY,WINERY,21.439999999999998,6,4,11.44,2,1,1,1168.96,1121.14,150
10521,2440.1,COUNTY,WINERY,21.439999999999998,6,4,11.44,2,1,1,1168.96,1121.14,150
10521,2440.1,COUNTY,WINERY,21.439999999999998,6,4,11.44,2,1,1,1168.96,1121.14,150
10522,134.57,COUNTY,POSTOFFICE,0.96,0,0.48,0.48,0,0,1,0,134.57,0
10522,134.57,COUNTY,POSTOFFICE,0.96,0,0.48,0.48,0,0,1,0,134.57,0
10523,1708.21,COUNTY,WINERY,17.439999999999998,0,4,13.44,2,1,0,0,890.4,817.81
10523,1708.21,COUNTY,WINERY,17.439999999999998,0,4,13.44,2,1,0,0,890.4,817.81
10523,1708.21,COUNTY,WINERY,17.439999999999998,0,4,13.44,2,1,0,0,890.4,817.81
10523,1708.21,COUNTY,WINERY,17.439999999999998,0,4,13.44,2,1,0,0,890.4,817.81
10523,1708.21,COUNTY,WINERY,17.439999999999998,0,4,13.44,2,1,0,0,890.4,817.81
10524,1373.25,COUNTY,GROCERY,15.76,5.76,6,4,3,2,1,0,1298.25,75
10524,1373.25,COUNTY,GROCERY,15.76,5.76,6,4,3,2,1,0,1298.25,75
10524,1373.25,COUNTY,GROCERY,15.76,5.76,6,4,3,2,1,0,1298.25,75
10524,1373.25,COUNTY,GROCERY,15.76,5.76,6,4,3,2,1,0,1298.25,75
10524,1373.25,COUNTY,GROCERY,15.76,5.76,6,4,3,2,1,0,1298.25,75
10525,3579.43,COUNTY,WINERY,12.56,2.56,6,4,3,2,1,360.8,2133.3,1085.33
10525,3579.43,COUNTY,WINERY,12.56,2.56,6,4,3,2,1,360.8,2133.3,1085.33
10525,3579.43,COUNTY,WINERY,12.56,2.56,6,4,3,2,1,360.8,2133.3,1085.33
10525,3579.43,COUNTY,WINERY,12.56,2.56,6,4,3,2,1,360.8,2133.3,1085.33
10531,2532.43,COUNTY,VINEYARD,8,0,4,4,2,1,0,0,1447.1,1085.33
10531,2532.43,COUNTY,VINEYARD,8,0,4,4,2,1,0,0,1447.1,1085.33
10532,2721.53,COUNTY,WINERY,25.439999999999998,4,6,15.44,3,2,1,605.47,1298.25,817.81
10532,2721.53,COUNTY,WINERY,25.439999999999998,4,6,15.44,3,2,1,605.47,1298.25,817.81
10532,2721.53,COUNTY,WINERY,25.439999999999998,4,6,15.44,3,2,1,605.47,1298.25,817.81
10532,2721.53,COUNTY,WINERY,25.439999999999998,4,6,15.44,3,2,1,605.47,1298.25,817.81
10532,2721.53,COUNTY,WINERY,25.439999999999998,4,6,15.44,3,2,1,605.47,1298.25,817.81
10532,2721.53,COUNTY,WINERY,25.439999999999998,4,6,15.44,3,2,1,605.47,1298.25,817.81
10532,2721.53,COUNTY,WINERY,25.439999999999998,4,6,15.44,3,2,1,605.47,1298.25,817.81
10532,2721.53,COUNTY,WINERY,25.439999999999998,4,6,15.44,3,2,1,605.47,1298.25,817.81
10535,890.4,COUNTY,VINEYARD,4.48,0,4,0.48,2,1,0,0,890.4,0
10535,890.4,COUNTY,VINEYARD,4.48,0,4,0.48,2,1,0,0,890.4,0
10550,363.91,S,AUTO,3.44,0,2,1.44,1,1,0,0,363.91,0
10550,363.91,S,AUTO,3.44,0,2,1.44,1,1,0,0,363.91,0
10553,405.39,S,CONTRACTOR,4.32,1.92,0,2.4,0,0,1,66.56,0,73.41
10553,405.39,S,CONTRACTOR,4.32,1.92,0,2.4,0,0,1,66.56,0,73.41
10553,405.39,S,CONTRACTOR,4.32,1.92,0,2.4,0,0,1,66.56,0,73.41
10553,405.39,S,CONTRACTOR,4.32,1.92,0,2.4,0,0,1,66.56,0,73.41
10556,1197.36,S,WINERY,27.92,0,6,21.92,3,2,0,0,973.95,298.40999999999997
10556,1197.36,S,WINERY,27.92,0,6,21.92,3,2,0,0,973.95,298.40999999999997
10556,1197.36,S,WINERY,27.92,0,6,21.92,3,2,0,0,973.95,298.40999999999997
10556,1197.36,S,WINERY,27.92,0,6,21.92,3,2,0,0,973.95,298.40999999999997
10556,1197.36,S,WINERY,27.92,0,6,21.92,3,2,0,0,973.95,298.40999999999997
10556,1197.36,S,WINERY,27.92,0,6,21.92,3,2,0,0,973.95,298.40999999999997
10558,2327.97,Y,GROCERY,97.19999999999999,5.76,36,55.44,18,12,0,0,6758.91,225
10558,2327.97,Y,GROCERY,97.19999999999999,5.76,36,55.44,18,12,0,0,6758.91,225
10558,2327.97,Y,GROCERY,97.19999999999999,5.76,36,55.44,18,12,0,0,6758.91,225
10558,2327.97,Y,GROCERY,97.19999999999999,5.76,36,55.44,18,12,0,0,6758.91,225
10558,2327.97,Y,GROCERY,97.19999999999999,5.76,36,55.44,18,12,0,0,6758.91,225
10558,2327.97,Y,GROCERY,97.19999999999999,5.76,36,55.44,18,12,0,0,6758.91,225
10558,2327.97,Y,GROCERY,97.19999999999999,5.76,36,55.44,18,12,0,0,6758.91,225
10558,2327.97,Y,GROCERY,97.19999999999999,5.76,36,55.44,18,12,0,0,6758.91,225
10558,2327.97,Y,GROCERY,97.19999999999999,5.76,36,55.44,18,12,0,0,6758.91,225
10558,2327.97,Y,GROCERY,97.19999999999999,5.76,36,55.44,18,12,0,0,6758.91,225
10561,1861.82,Y,MULTIFAMIL,29.6,5.280000000000001,16,8.32,8,5,1,206.52,3160.6,75
10561,1861.82,Y,MULTIFAMIL,29.6,5.280000000000001,16,8.32,8,5,1,206.52,3160.6,75
