cust,monthly_bill,qty,size,weekly_yards,commodity,pickups,bin_amount,tax_body,biz_type
13720,101.24,1,0.48,0.48,Recycle,1,0,Y,LODGING
13720,101.24,1,0.48,0.48,Compost,1,0,Y,LODGING
13735,965.4,1,4,4,Garbage,1,890.4,COUNTY,WINERY
13735,965.4,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
13735,965.4,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
13735,965.4,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
13735,965.4,1,4,4,Recycle,1,75,COUNTY,WINERY
13760,130.5,1,0.48,0.48,Recycle,1,0,S,WINERY
13760,130.5,1,0.48,0.48,Recycle,1,0,S,WINERY
13760,130.5,1,0.48,0.48,Compost,1,0,S,WINERY
13760,130.5,1,0.48,0.48,Compost,1,0,S,WINERY
13843,75,1,4,8,Recycle,2,75,COUNTY,WINERY
13843,75,1,4,8,Recycle,2,75,COUNTY,WINERY
13865,97.87,1,0.48,0.48,Recycle,1,0,S,OFFICE BLD
13913,727.82,1,2,2,Garbage,1,363.91,S,SCHOOL
13913,727.82,1,2,2,Garbage,1,363.91,S,SCHOOL
13913,727.82,6,0.48,2.88,Recycle,1,0,S,SCHOOL
13979,708.68,7,0.48,3.36,Recycle,1,0,Y,MULTIFAMIL
14030,44.86,1,0.48,0.48,Recycle,1,0,COUNTY,CHURCH
14081,2979.38,1,4,8,Garbage,2,1706.1,COUNTY,WINERY
14081,2979.38,1,4,8,Garbage,2,1706.1,COUNTY,WINERY
14081,2979.38,1,4,4,Compost,1,605.47,COUNTY,WINERY
14081,2979.38,1,4,4,Recycle,1,667.81,COUNTY,WINERY
14177,207.86,1,0.48,0.48,Recycle,1,0,C,MEDICAL
14193,439.46,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
14193,439.46,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
14193,439.46,1,2,2,Garbage,1,439.46,C,MULTIFAMIL
14193,439.46,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
14193,439.46,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
14209,2671.8,1,4,12,Garbage,3,2521.8,COUNTY,WINERY
14209,2671.8,1,4,12,Garbage,3,2521.8,COUNTY,WINERY
14209,2671.8,1,4,12,Garbage,3,2521.8,COUNTY,WINERY
14209,2671.8,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
14209,2671.8,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
14209,2671.8,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
14209,2671.8,1,4,8,Recycle,2,75,COUNTY,WINERY
14209,2671.8,1,4,8,Recycle,2,75,COUNTY,WINERY
14225,269.14,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
14225,269.14,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
14325,278.4,1,0.48,0.48,Recycle,1,0,Y,POSTOFFICE
14325,278.4,1,0.48,0.48,Recycle,1,75.92,Y,POSTOFFICE
14325,278.4,1,0.48,0.48,Recycle,1,0,Y,POSTOFFICE
14334,2866.26,6,0.48,2.88,Recycle,1,0,S,MULTIFAMIL
14334,2866.26,2,4,16,Garbage,2,1333.13,S,MULTIFAMIL
14334,2866.26,2,4,16,Garbage,2,1333.13,S,MULTIFAMIL
14377,1048.95,1,6,6,Garbage,1,973.95,S,WINERY
14377,1048.95,1,6,12,Recycle,2,75,S,WINERY
14377,1048.95,1,6,12,Recycle,2,75,S,WINERY
14377,1048.95,3,0.48,1.44,Recycle,1,0,S,WINERY
14377,1048.95,1,0.48,0.48,Compost,1,0,S,WINERY
14379,0,6,0.48,5.76,Recycle,2,0,COUNTY,HOSPITAL
14379,0,6,0.48,5.76,Recycle,2,0,COUNTY,HOSPITAL
14381,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,MEDICAL
14408,206.81,1,4,4,Recycle,1,75,S,
14520,34.64,1,0.48,0.48,Recycle,1,0,C,WINERY
14553,103.93,1,0.48,0.48,Recycle,1,0,C,CHURCH
14553,103.93,1,0.48,0.48,Compost,1,0,C,CHURCH
14590,2283.3,1,6,6,Garbage,1,2133.3,COUNTY,WINERY
14590,2283.3,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
14590,2283.3,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
14590,2283.3,1,4,4,Recycle,1,75,COUNTY,WINERY
14590,2283.3,1,6,6,Recycle,1,75,COUNTY,WINERY
14652,1503.97,1,4,8,Garbage,2,1278.97,S,RESTAURANT
14652,1503.97,1,4,8,Garbage,2,1278.97,S,RESTAURANT
14652,1503.97,3,0.48,1.44,Recycle,1,0,S,RESTAURANT
14652,1503.97,1,4,4,Recycle,1,75,S,RESTAURANT
14652,1503.97,1,4,8,Recycle,2,75,S,RESTAURANT
14652,1503.97,1,4,8,Recycle,2,75,S,RESTAURANT
14682,44.86,1,0.48,0.48,Recycle,1,0,COUNTY,VINEYARD
14682,44.86,1,0.48,0.48,Compost,1,0,COUNTY,VINEYARD
14698,179.42,1,0.48,0.48,Recycle,1,0,COUNTY,LODGING-FW
14698,179.42,1,0.48,0.48,Compost,1,0,COUNTY,LODGING-FW
14698,179.42,1,0.48,0.48,Recycle,1,0,COUNTY,LODGING-FW
14772,69.28,1,0.48,0.48,Recycle,1,0,C,WINERY
14772,69.28,1,0.48,0.48,Compost,1,0,C,WINERY
14786,3743.99,1,4,8,Recycle,2,1185.23,Y,
14786,3743.99,1,4,8,Recycle,2,1185.23,Y,
14786,3743.99,1,4,8,Garbage,2,1526.16,Y,
14786,3743.99,1,4,8,Garbage,2,1526.16,Y,
14786,3743.99,1,0.48,0.48,Compost,1,0,Y,
14786,3743.99,8,0.48,3.84,Compost,1,68.84,Y,
14786,3743.99,4,0.48,1.92,Compost,1,68.84,Y,
14786,3743.99,3,0.48,1.44,Compost,1,68.84,Y,
14793,311.79,3,0.48,1.44,Recycle,1,0,C,LODGING
14793,311.79,1,0.48,0.48,Compost,1,0,C,LODGING
14849,283.86,1,0.48,0.48,Recycle,1,0,C,WINERY
14849,283.86,1,0.48,0.48,Recycle,1,76,C,WINERY
14849,283.86,2,0.48,0.96,Compost,1,0,C,WINERY
14880,0,2,0.48,0.96,Recycle,1,0,C,
14946,44.86,1,0.48,0.48,Recycle,1,0,COUNTY,
14946,44.86,1,0.48,0.48,Compost,1,0,COUNTY,
14953,890.4,1,4,4,Garbage,1,890.4,COUNTY,MULTIFAMIL
14953,890.4,1,0.48,0.48,Recycle,1,0,COUNTY,MULTIFAMIL
14953,890.4,1,0.48,0.48,Recycle,1,0,COUNTY,MULTIFAMIL
14953,890.4,1,0.48,0.48,Recycle,1,0,COUNTY,MULTIFAMIL
14989,103.93,1,0.48,0.48,Compost,1,0,C,LODGING-FW
14989,103.93,1,0.48,0.48,Recycle,1,0,C,LODGING-FW
15156,32.62,1,0.48,0.48,Recycle,1,0,S,OFFICE BLD
15204,89.71,1,0.48,0.48,Recycle,1,0,COUNTY,POLICEFIRE
15224,0,1,0.48,0.48,Recycle,1,0,C,SCHOOL
15224,0,1,0.48,0.48,Recycle,1,0,C,SCHOOL
15226,179.42,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
15226,179.42,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
15226,179.42,1,0.48,0.48,Compost,1,0,COUNTY,WINERY
15246,1170.67,1,2,2,Garbage,1,482.56,COUNTY,WINERY
15246,1170.67,1,2,0,Garbage,0,0,COUNTY,WINERY
15246,1170.67,1,4,4,Recycle,1,688.11,COUNTY,WINERY
15254,34.64,1,0.48,0.48,Recycle,1,0,C,
15254,34.64,1,0.48,0.48,Compost,1,0,C,
15259,1071.82,1,6,6,Garbage,1,973.95,S,VINEYARD
15259,1071.82,1,0.48,0.48,Recycle,1,0,S,VINEYARD
15259,1071.82,1,0.48,0.48,Recycle,1,0,S,VINEYARD
15259,1071.82,1,0.48,0.48,Recycle,1,0,S,VINEYARD
15259,1071.82,1,0.48,0.48,Recycle,1,0,S,VINEYARD
15290,97.87,1,0.48,0.48,Recycle,1,0,S,MIXED USE
15290,97.87,1,0.48,0.48,Compost,1,0,S,MIXED USE
15344,7267.84,1,6,12,Garbage,2,4191.89,COUNTY,WINERY
15344,7267.84,1,6,12,Garbage,2,4191.89,COUNTY,WINERY
15344,7267.84,1,4,4,Recycle,1,1085.33,COUNTY,WINERY
15344,7267.84,1,6,6,Compost,1,882.81,COUNTY,WINERY
15344,7267.84,1,6,6,Compost,1,882.81,COUNTY,WINERY
15344,7267.84,1,4,4,Recycle,1,75,COUNTY,WINERY
15344,7267.84,2,4,24,Recycle,3,75,COUNTY,WINERY
15344,7267.84,2,4,24,Recycle,3,75,COUNTY,WINERY
15344,7267.84,2,4,24,Recycle,3,75,COUNTY,WINERY
15344,7267.84,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
15408,631.71,1,2,2,Garbage,1,540.19,COUNTY,VINEYARD
15408,631.71,1,0.48,0.48,Recycle,1,0,COUNTY,VINEYARD
15408,631.71,1,0.48,0.48,Compost,1,0,COUNTY,VINEYARD
15408,631.71,1,0.48,0.48,Compost,1,91.52,COUNTY,VINEYARD
15431,242.99,1,0.48,0.48,Compost,1,0,COUNTY,VINEYARD
15460,303.72,3,0.48,1.44,Recycle,1,0,Y,RESTAURANT
15481,1373.25,1,6,6,Garbage,1,1298.25,COUNTY,WINERY
15481,1373.25,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
15481,1373.25,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
15481,1373.25,1,6,6,Recycle,1,75,COUNTY,WINERY
15511,708.93,1,4,4,Garbage,1,668.93,S,LODGING
15511,708.93,3,0.48,1.44,Recycle,1,0,S,LODGING
15511,708.93,1,0.48,0.48,Compost,1,0,S,LODGING
15548,195.74,1,0.48,0.48,Recycle,1,0,S,RESTAURANT
15548,195.74,1,0.48,0.48,Recycle,1,0,S,RESTAURANT
15560,89.71,1,0.48,0.48,Recycle,1,0,COUNTY,
15560,89.71,1,0.48,0.48,Compost,1,0,COUNTY,
15640,415.72,1,0.48,0.48,Recycle,1,0,C,LODGING
15640,415.72,1,0.48,0.48,Recycle,1,0,C,LODGING
15640,415.72,1,0.48,0.48,Recycle,1,0,C,LODGING
15640,415.72,2,0.48,0.96,Compost,1,0,C,LODGING
15641,179.44,2,0.48,0.96,Recycle,1,0,COUNTY,MULTIFAMIL
15650,813.98,1,4,4,Garbage,1,813.98,C,MINI MART
15672,391.48,3,0.48,1.44,Recycle,1,0,S,MULTIFAMIL
15672,391.48,1,0.48,0.48,Compost,1,0,S,MULTIFAMIL
15673,391.48,4,0.48,1.92,Recycle,1,0,S,MULTIFAMIL
15673,391.48,1,0.48,0.48,Compost,1,0,S,MULTIFAMIL
15678,482.56,1,2,2,Garbage,1,482.56,COUNTY,UTILITY
15678,482.56,1,0.48,0.48,Recycle,1,0,COUNTY,UTILITY
15833,742.46,1,2,2,Garbage,1,439.46,C,DELI/CAFE
15833,742.46,3,0.48,1.44,Recycle,1,0,C,DELI/CAFE
15833,742.46,3,0.48,1.44,Recycle,1,76,C,DELI/CAFE
15833,742.46,1,4,4,Recycle,1,75,C,DELI/CAFE
15850,195.74,1,0.48,0.48,Recycle,1,0,S,COMMUNITY
15850,195.74,1,0.48,0.48,Recycle,1,0,S,COMMUNITY
15882,293.61,3,0.48,1.44,Recycle,1,0,S,MULTIFAMIL
15882,293.61,1,0.48,0.48,Compost,1,0,S,MULTIFAMIL
15940,65.25,1,0.48,0.48,Recycle,1,0,S,HOME IMPRO
15996,771.01,1,4,4,Garbage,1,696.01,S,WINERY
15996,771.01,1,4,4,Recycle,1,75,S,WINERY
15996,771.01,3,0.48,1.44,Recycle,1,0,S,WINERY
15996,771.01,1,0.48,0.48,Compost,1,0,S,WINERY
16032,97.87,1,0.48,0.48,Recycle,1,0,S,AUTO
16172,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
16189,1040.4,1,4,4,Garbage,1,890.4,COUNTY,WINERY
16189,1040.4,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
16189,1040.4,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
16189,1040.4,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
16189,1040.4,1,4,4,Recycle,1,75,COUNTY,WINERY
16189,1040.4,1,4,4,Recycle,1,75,COUNTY,WINERY
16319,331.93,1,0.48,0.48,Recycle,1,0,C,WINERY
16319,331.93,3,0.48,1.44,Recycle,1,76,C,WINERY
16319,331.93,1,0.48,0.48,Recycle,1,0,C,WINERY
16340,387.79,1,0.48,0.48,Recycle,1,0,C,
16340,387.79,1,0.48,0.48,Recycle,1,76,C,
16470,1040.4,1,4,4,Garbage,1,890.4,COUNTY,
16470,1040.4,1,0.48,0.48,Recycle,1,0,COUNTY,
16470,1040.4,1,0.48,0.48,Recycle,1,0,COUNTY,
16470,1040.4,1,0.48,0.48,Recycle,1,0,COUNTY,
16470,1040.4,1,0.48,0.48,Compost,1,0,COUNTY,
16470,1040.4,1,4,4,Recycle,1,75,COUNTY,
16470,1040.4,1,4,8,Recycle,2,75,COUNTY,
16470,1040.4,1,4,8,Recycle,2,75,COUNTY,
16519,97.87,1,0.48,0.48,Recycle,1,0,S,
16564,89.71,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
16565,34.64,1,0.48,0.48,Recycle,1,0,C,UTILITY
16565,34.64,1,0.48,0.48,Compost,1,0,C,UTILITY
16605,890.4,1,4,4,Garbage,1,890.4,COUNTY,WINERY
16605,890.4,3,0.48,1.44,Recycle,1,0,COUNTY,WINERY
16607,171.28,1,0.48,0.48,Recycle,1,0,S,WINERY
16607,171.28,1,0.48,0.48,Recycle,1,73.41,S,WINERY
16628,207.86,1,0.48,0.48,Recycle,1,0,C,RESTAURANT
16628,207.86,1,0.48,0.48,Recycle,1,0,C,RESTAURANT
16795,195.74,2,0.48,0.96,Recycle,1,0,S,MULTIFAMIL
16795,195.74,1,0.48,0.48,Compost,1,0,S,MULTIFAMIL
16795,195.74,1,0.48,0.48,Compost,1,0,S,MULTIFAMIL
16933,177.16,1,0.48,0.48,Recycle,1,0,Y,
16933,177.16,1,0.48,0.48,Recycle,1,75.92,Y,
16952,179.93,1,0.48,0.48,Recycle,1,0,C,
16952,179.93,1,0.48,0.48,Recycle,1,76,C,
16952,179.93,1,0.48,0.48,Compost,1,0,C,
16964,1294.44,1,2,2,Garbage,1,540.19,COUNTY,
16964,1294.44,1,4,4,Recycle,1,754.25,COUNTY,
16964,1294.44,1,0.48,0.48,Recycle,1,0,COUNTY,
16964,1294.44,1,0.48,0.48,Recycle,1,0,COUNTY,
17038,368.61,3,0.48,1.44,Recycle,1,0,S,
17038,368.61,1,4,16,Recycle,4,75,S,
17038,368.61,1,4,16,Recycle,4,75,S,
17038,368.61,1,4,16,Recycle,4,75,S,
17038,368.61,1,4,16,Recycle,4,75,S,
17057,3934.92,1,4,4,Garbage,1,696.01,S,
17057,3934.92,1,4,4,Garbage,1,696.01,S,
17057,3934.92,1,4,4,Garbage,1,696.01,S,
17057,3934.92,1,4,4,Garbage,1,696.01,S,
17057,3934.92,1,4,4,Garbage,1,696.01,S,
17057,3934.92,15,0.48,7.199999999999999,Recycle,1,0,S,
17057,3934.92,1,4,4,Compost,1,454.87,S,
17073,233.06,1,0.48,0.48,Recycle,1,0,COUNTY,
17073,233.06,1,0.48,0.48,Recycle,1,0,COUNTY,
17073,233.06,1,0.48,0.48,Compost,1,0,COUNTY,
17183,69.28,1,0.48,0.48,Recycle,1,0,C,
17209,101.34,1,0.48,0.48,Recycle,1,0,C,
17209,101.34,1,0.48,0.48,Compost,1,0,C,
17211,0,1,3.5,3.5,Garbage,1,0,COUNTY,
17211,0,1,3.5,3.5,Recycle,1,0,COUNTY,
17255,515.46,1,2,2,Garbage,1,439.46,C,BAR NO FW
17255,515.46,1,0.48,0.48,Recycle,1,0,C,BAR NO FW
17255,515.46,1,0.48,0.48,Recycle,1,0,C,BAR NO FW
17255,515.46,1,0.48,0.48,Recycle,1,0,C,BAR NO FW
17255,515.46,1,0.48,0.48,Recycle,1,76,C,BAR NO FW
17268,888.98,1,4,4,Garbage,1,813.98,C,
17268,888.98,1,0.48,0.48,Recycle,1,0,C,
17268,888.98,1,4,4,Recycle,1,75,C,
17272,65.24,1,0.48,0.48,Recycle,1,0,S,
17272,65.24,1,0.48,0.48,Recycle,1,0,S,
17304,130.48,1,0.48,0.48,Recycle,1,0,S,
17304,130.48,1,0.48,0.48,Recycle,1,0,S,
17304,130.48,1,0.48,0.48,Recycle,1,0,S,
17304,130.48,1,0.48,0.48,Recycle,1,0,S,
17304,130.48,4,0.48,1.92,Compost,1,0,S,
17305,130.48,1,0.48,0.48,Recycle,1,0,S,
17305,130.48,1,0.48,0.48,Recycle,1,0,S,
17305,130.48,1,0.48,0.48,Recycle,1,0,S,
17305,130.48,1,0.48,0.48,Recycle,1,0,S,
17305,130.48,2,0.48,0.96,Compost,1,0,S,
17387,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
17387,134.57,1,0.48,0.48,Compost,1,0,COUNTY,
17403,179.92,1,0.48,0.48,Recycle,1,0,COUNTY,
17417,145.81,1,0.48,0.48,Recycle,1,0,COUNTY,
17417,145.81,1,0.48,0.48,Compost,1,0,COUNTY,
17422,439.46,1,2,2,Garbage,1,439.46,C,BAKERY
17422,439.46,1,0.48,0.48,Recycle,1,0,C,BAKERY
17422,439.46,1,0.48,0.48,Recycle,1,0,C,BAKERY
17422,439.46,1,0.48,0.48,Recycle,1,0,C,BAKERY
17442,485.94,1,2,2,Garbage,1,435.94,Y,
17442,485.94,2,0.48,0.96,Recycle,1,0,Y,
17442,485.94,2,0.48,0.96,Compost,1,0,Y,
17462,440.43,1,0.48,0.48,Recycle,1,0,S,
17462,440.43,2,0.48,0.96,Recycle,1,73.41,S,
17526,471,1,0.48,0.48,Recycle,1,0,COUNTY,
17526,471,2,0.48,0.96,Recycle,1,100.93,COUNTY,
17574,632.56,1,2,2,Garbage,1,482.56,COUNTY,
17574,632.56,1,6,6,Recycle,1,75,COUNTY,
17574,632.56,4,0.48,1.92,Recycle,1,0,COUNTY,
17574,632.56,1,4,4,Recycle,1,75,COUNTY,
17588,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
17588,134.57,1,0.48,0.48,Compost,1,0,COUNTY,
17589,3648.4,1,4,4,Garbage,1,822.1,C,
17589,3648.4,1,4,4,Garbage,1,822.1,C,
17589,3648.4,1,4,4,Garbage,1,822.1,C,
17589,3648.4,1,4,4,Garbage,1,822.1,C,
17589,3648.4,8,0.48,3.84,Recycle,1,0,C,
17597,311.79,1,0.48,0.48,Recycle,1,0,C,
17597,311.79,1,0.48,0.48,Compost,1,0,C,
17666,4964.76,1,4,20,Garbage,5,3109.09,S,
17666,4964.76,1,4,20,Garbage,5,3109.09,S,
17666,4964.76,1,4,20,Garbage,5,3109.09,S,
17666,4964.76,1,4,20,Garbage,5,3109.09,S,
17666,4964.76,1,4,20,Garbage,5,3109.09,S,
17666,4964.76,1,4,8,Garbage,2,1278.97,S,
17666,4964.76,1,4,8,Garbage,2,1278.97,S,
17666,4964.76,1,4,4,Recycle,1,501.7,S,
17666,4964.76,1,4,4,Recycle,1,75,S,
17666,4964.76,4,0.48,1.92,Recycle,1,0,S,
17675,1280.88,1,4,4,Garbage,1,696.01,S,
17675,1280.88,1,4,4,Compost,1,454.87,S,
17675,1280.88,3,0.48,1.44,Recycle,1,0,S,
17675,1280.88,1,0.48,0.48,Compost,1,0,S,
17691,97.87,1,0.48,0.48,Recycle,1,0,S,
17705,743.93,3,0.48,1.44,Recycle,1,0,S,
17705,743.93,1,4,4,Garbage,1,668.93,S,
17705,743.93,1,0.48,0.48,Compost,1,0,S,
17705,743.93,1,4,4,Recycle,1,75,S,
17767,459.94,2,0.48,0.96,Recycle,1,0,S,
17767,459.94,2,0.48,0.96,Compost,1,0,S,
17772,44.86,1,0.48,0.48,Recycle,1,0,COUNTY,
17772,44.86,1,0.48,0.48,Compost,1,0,COUNTY,
17831,89.71,1,0.48,0.48,Recycle,1,0,COUNTY,
17836,44.86,1,0.48,0.48,Recycle,1,0,COUNTY,
17836,44.86,1,0.48,0.48,Compost,1,0,COUNTY,
17942,1680.58,1,4,4,Garbage,1,917.47,COUNTY,
17942,1680.58,1,4,4,Recycle,1,688.11,COUNTY,
17942,1680.58,1,4,4,Recycle,1,75,COUNTY,
17942,1680.58,3,0.48,1.44,Compost,1,0,COUNTY,
17965,6969.08,1,4,20,Garbage,5,3706.59,Y,RESTAURANT
17965,6969.08,1,4,20,Garbage,5,3706.59,Y,RESTAURANT
17965,6969.08,1,4,20,Garbage,5,3706.59,Y,RESTAURANT
17965,6969.08,1,4,20,Garbage,5,3706.59,Y,RESTAURANT
17965,6969.08,1,4,20,Garbage,5,3706.59,Y,RESTAURANT
17965,6969.08,1,4,4,Garbage,1,1117.23,Y,RESTAURANT
17965,6969.08,1,4,12,Recycle,3,1689.74,Y,RESTAURANT
17965,6969.08,1,4,12,Recycle,3,1689.74,Y,RESTAURANT
17965,6969.08,1,4,12,Recycle,3,1689.74,Y,RESTAURANT
17965,6969.08,6,0.48,2.88,Recycle,1,0,Y,RESTAURANT
17965,6969.08,6,0.48,2.88,Recycle,1,75.92,Y,RESTAURANT
17982,69.28,1,0.48,0.48,Recycle,1,0,C,
17982,69.28,1,0.48,0.48,Compost,1,0,C,
18007,1234.08,1,2,4,Recycle,2,610.5,C,
18007,1234.08,1,2,4,Recycle,2,610.5,C,
18007,1234.08,1,0.48,0.48,Compost,1,0,C,
18015,673.21,1,2,2,Garbage,1,482.56,COUNTY,WINERY
18015,673.21,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
18015,673.21,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
18015,673.21,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
18015,673.21,1,0.48,0.48,Recycle,1,100.93,COUNTY,WINERY
18049,668.93,1,4,4,Garbage,1,668.93,S,
18049,668.93,1,0.48,0.48,Recycle,1,0,S,
18049,668.93,1,0.48,0.48,Recycle,1,0,S,
18159,5667.82,1,4,12,Garbage,3,2521.8,COUNTY,
18159,5667.82,1,4,12,Garbage,3,2521.8,COUNTY,
18159,5667.82,1,4,12,Garbage,3,2521.8,COUNTY,
18159,5667.82,1,4,8,Recycle,2,1279.58,COUNTY,
18159,5667.82,1,4,8,Recycle,2,1279.58,COUNTY,
18159,5667.82,1,4,4,Garbage,1,1223.5,COUNTY,
18159,5667.82,2,0.48,0.96,Compost,1,0,COUNTY,
18159,5667.82,4,0.48,1.92,Compost,1,91.52,COUNTY,
18159,5667.82,3,0.48,2.88,Recycle,2,0,COUNTY,
18159,5667.82,3,0.48,2.88,Recycle,2,0,COUNTY,
18159,5667.82,1,0.48,0.96,Recycle,2,201.86,COUNTY,
18159,5667.82,1,0.48,0.96,Recycle,2,201.86,COUNTY,
18159,5667.82,1,4,12,Recycle,3,75,COUNTY,
18159,5667.82,1,4,12,Recycle,3,75,COUNTY,
18159,5667.82,1,4,12,Recycle,3,75,COUNTY,
18185,179.93,1,0.48,0.48,Recycle,1,0,C,
18185,179.93,1,0.48,0.48,Recycle,1,76,C,
18187,244.69,1,0.48,0.48,Recycle,1,0,S,
18187,244.69,1,0.48,0.48,Recycle,1,73.41,S,
18187,244.69,1,0.48,0.48,Recycle,1,73.41,S,
18226,668.93,1,4,4,Garbage,1,668.93,S,
18250,902.11,1,2,2,Garbage,1,540.19,COUNTY,
18250,902.11,1,2,2,Recycle,1,361.92,COUNTY,
18272,270.74,1,0.48,0.48,Recycle,1,0,S,
18272,270.74,1,6,6,Recycle,1,75,S,
18370,190.64,1,0.48,0.48,Recycle,1,0,COUNTY,
18370,190.64,1,0.48,0.48,Compost,1,0,COUNTY,
18370,190.64,1,0.48,0.48,Recycle,1,100.93,COUNTY,
18378,207.86,2,0.48,0.96,Recycle,1,0,C,
18378,207.86,1,0.48,0.48,Compost,1,0,C,
18398,202.48,1,0.48,0.48,Recycle,1,0,Y,
18406,89.71,1,0.48,0.48,Recycle,1,0,COUNTY,
18474,280.35,2,0.48,0.96,Recycle,1,0,COUNTY,
18474,280.35,1,0.48,0.48,Recycle,1,100.93,COUNTY,
18474,280.35,1,0.48,0.48,Compost,1,0,COUNTY,
18551,2598.91,1,4,8,Garbage,2,1706.1,COUNTY,
18551,2598.91,1,4,8,Garbage,2,1706.1,COUNTY,
18551,2598.91,1,4,4,Recycle,1,667.81,COUNTY,
18551,2598.91,2,0.48,0.96,Compost,1,0,COUNTY,
18551,2598.91,1,4,8,Recycle,2,150,COUNTY,
18551,2598.91,1,4,8,Recycle,2,150,COUNTY,
18551,2598.91,1,6,6,Recycle,1,75,COUNTY,
18568,179.44,4,0.48,1.92,Recycle,1,0,COUNTY,
18568,179.44,1,0.48,0.48,Compost,1,0,COUNTY,
18573,538.28,4,0.48,1.92,Recycle,1,0,COUNTY,
18599,255.93,1,0.48,0.48,Recycle,1,0,C,RESTAURANT
18599,255.93,2,0.48,0.96,Recycle,1,76,C,RESTAURANT
18745,32.62,1,0.48,0.48,Recycle,1,0,S,
18772,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
18772,134.57,1,0.48,0.48,Compost,1,0,COUNTY,
18851,3560.39,1,6,12,Garbage,2,2312.09,C,
18851,3560.39,1,6,12,Garbage,2,2312.09,C,
18851,3560.39,3,0.48,1.44,Recycle,1,0,C,
18851,3560.39,1,0.48,0.48,Recycle,1,76,C,
18851,3560.39,3,0.48,1.44,Compost,1,0,C,
18851,3560.39,1,4,8,Recycle,2,1172.3,C,
18851,3560.39,1,4,8,Recycle,2,1172.3,C,
18981,97.87,1,0.48,0.48,Recycle,1,0,S,
18981,97.87,1,0.48,0.48,Compost,1,0,S,
18993,482.56,1,0.48,0.48,Recycle,1,0,COUNTY,
18993,482.56,1,0.48,0.48,Recycle,1,0,COUNTY,
18993,482.56,1,2,2,Garbage,1,482.56,COUNTY,
18993,482.56,1,0.48,0.48,Recycle,1,0,COUNTY,
19015,32.62,1,0.48,0.48,Recycle,1,0,S,
19015,32.62,1,0.48,0.48,Compost,1,0,S,
19019,97.87,1,0.48,0.48,Recycle,1,0,S,
19019,97.87,1,0.48,0.48,Compost,1,0,S,
19021,1260.47,1,4,4,Garbage,1,890.4,COUNTY,
19021,1260.47,1,0.48,0.48,Recycle,1,0,COUNTY,
19021,1260.47,1,0.48,0.48,Recycle,1,0,COUNTY,
19021,1260.47,1,0.48,0.48,Recycle,1,100.93,COUNTY,
19133,34.64,1,0.48,0.48,Recycle,1,0,C,
19133,34.64,1,0.48,0.48,Compost,1,0,C,
19151,2015.04,1,4,4,Garbage,1,793.4,C,MULTIFAMIL
19151,2015.04,1,2,4,Garbage,2,793.4,C,MULTIFAMIL
19151,2015.04,1,2,4,Garbage,2,793.4,C,MULTIFAMIL
19151,2015.04,1,2,2,Garbage,1,428.24,C,MULTIFAMIL
19151,2015.04,6,0.48,2.88,Recycle,1,0,C,MULTIFAMIL
19166,1708.21,1,4,4,Garbage,1,890.4,COUNTY,
19166,1708.21,1,4,4,Recycle,1,75,COUNTY,
19166,1708.21,1,0.48,0.48,Recycle,1,0,COUNTY,
19166,1708.21,1,0.48,0.48,Recycle,1,0,COUNTY,
19166,1708.21,1,0.48,0.48,Recycle,1,0,COUNTY,
19166,1708.21,1,4,4,Recycle,1,667.81,COUNTY,
19166,1708.21,1,4,4,Recycle,1,75,COUNTY,
19195,65.25,1,0.48,0.48,Recycle,1,0,S,
19200,1958.52,1,6,6,Garbage,1,1153.06,S,
19200,1958.52,1,6,6,Recycle,1,730.46,S,
19200,1958.52,1,6,6,Recycle,1,75,S,
