cust,monthly_bill,cycle,qty,size,commodity,pickups,bin_amount,tax_body,biz_type
10317,505.47,CA,1,0.48,Compost,1,0,S,AUTO
10317,505.47,CA,1,0.48,Compost,1,66.56,S,AUTO
10318,668.93,CA,1,4,Garbage,1,668.93,S,UTILITY
10318,668.93,CA,1,0.48,Recycle,1,0,S,UTILITY
10321,743.93,CA,1,4,Garbage,1,668.93,S,AUTO
10321,743.93,CA,1,4,Recycle,1,75,S,AUTO
10321,743.93,CA,3,0.48,Recycle,1,0,S,AUTO
10321,743.93,CA,1,0.48,Compost,1,0,S,AUTO
10323,1843.37,CA,12,0.48,Garbage,1,97.87,S,MULTIFAMIL
10323,1843.37,CA,1,4,Garbage,1,668.93,S,MULTIFAMIL
10323,1843.37,CA,6,0.48,Recycle,1,0,S,MULTIFAMIL
10323,1843.37,CA,11,0.48,Compost,1,0,S,MULTIFAMIL
10325,97.87,CA,1,0.48,Garbage,1,97.87,S,COMMUNITY
10325,97.87,CA,1,0.48,Recycle,1,0,S,COMMUNITY
10325,97.87,CA,1,0.48,Compost,1,0,S,COMMUNITY
10327,97.87,CA,1,0.48,Garbage,1,97.87,S,VINEYARD
10327,97.87,CA,1,0.48,Recycle,1,0,S,VINEYARD
10328,1500.79,CA,1,4,Garbage,2,1278.97,S,BAKERY
10328,1500.79,CA,1,4,Garbage,2,1278.97,S,BAKERY
10328,1500.79,CA,1,0.48,Recycle,1,0,S,BAKERY
10328,1500.79,CA,1,0.48,Recycle,1,0,S,BAKERY
10328,1500.79,CA,1,0.48,Recycle,1,0,S,BAKERY
10328,1500.79,CA,1,0.48,Recycle,1,73.41,S,BAKERY
10328,1500.79,CA,1,0.48,Recycle,1,73.41,S,BAKERY
10328,1500.79,CA,3,0.32,Compost,3,0,S,BAKERY
10328,1500.79,CA,3,0.32,Compost,3,0,S,BAKERY
10328,1500.79,CA,3,0.32,Compost,3,0,S,BAKERY
10328,1500.79,CA,1,4,Recycle,2,75,S,BAKERY
10328,1500.79,CA,1,4,Recycle,2,75,S,BAKERY
10333,195.75,CA,1,0.32,Garbage,1,65.25,S,MULTIFAMIL
10333,195.75,CA,1,0.32,Garbage,1,65.25,S,MULTIFAMIL
10333,195.75,CA,1,0.32,Garbage,1,65.25,S,MULTIFAMIL
10333,195.75,CA,1,0.48,Compost,1,0,S,MULTIFAMIL
10333,195.75,CA,1,0.48,Recycle,1,0,S,MULTIFAMIL
10333,195.75,CA,1,0.48,Recycle,1,0,S,MULTIFAMIL
10334,363.91,CA,1,2,Garbage,1,363.91,S,GROCERY
10334,363.91,CA,1,0.48,Compost,1,0,S,GROCERY
10334,363.91,CA,3,0.48,Recycle,1,0,S,GROCERY
10335,363.91,CA,1,2,Garbage,1,363.91,S,SCHOOL
10335,363.91,CA,1,0.48,Compost,1,0,S,SCHOOL
10335,363.91,CA,1,0.48,Recycle,1,0,S,SCHOOL
10335,363.91,CA,1,0.48,Recycle,1,0,S,SCHOOL
10335,363.91,CA,1,0.48,Recycle,1,0,S,SCHOOL
10340,97.87,CA,1,0.48,Garbage,1,97.87,S,OFFICE BLD
10340,97.87,CA,1,0.48,Recycle,1,0,S,OFFICE BLD
10340,97.87,CA,1,0.48,Compost,1,0,S,OFFICE BLD
10342,391.48,CA,2,0.48,Garbage,2,195.74,S,MEDICAL
10342,391.48,CA,2,0.48,Garbage,2,195.74,S,MEDICAL
10342,391.48,CA,1,0.48,Compost,1,0,S,MEDICAL
10342,391.48,CA,2,0.48,Recycle,1,0,S,MEDICAL
10343,3208.23,CA,1,6,Garbage,1,973.95,S,HOA
10343,3208.23,CA,1,6,Garbage,1,973.95,S,HOA
10343,3208.23,CA,1,6,Recycle,1,730.46,S,HOA
10343,3208.23,CA,1,4,Compost,1,454.87,S,HOA
10343,3208.23,CA,1,4,Recycle,1,75,S,HOA
10344,7013.3,CA,215,0.16,Garbage,1,32.62,S,MOBILEHOME
10344,7013.3,CA,219,0.48,Recycle,1,0,S,MOBILEHOME
10345,668.93,CA,1,4,Garbage,1,668.93,S,INDUSTRIAL
10345,668.93,CA,3,0.48,Recycle,1,0,S,INDUSTRIAL
10346,363.91,CA,1,2,Garbage,1,363.91,S,WINERY
10346,363.91,CA,1,0.48,Recycle,1,0,S,WINERY
10347,2036.81,CA,1,4,Garbage,3,1970.25,S,NRSG HOME
10347,2036.81,CA,1,4,Garbage,3,1970.25,S,NRSG HOME
10347,2036.81,CA,1,4,Garbage,3,1970.25,S,NRSG HOME
10347,2036.81,CA,3,0.48,Recycle,1,0,S,NRSG HOME
10347,2036.81,CA,1,0.48,Compost,1,0,S,NRSG HOME
10347,2036.81,CA,1,0.48,Compost,1,66.56,S,NRSG HOME
10348,1170.63,CA,1,4,Garbage,1,668.93,S,MULTIFAMIL
10348,1170.63,CA,1,4,Recycle,1,501.7,S,MULTIFAMIL
10349,413.91,CA,1,2,Garbage,1,363.91,S,MULTIFAMIL
10349,413.91,CA,1,PU,"",1,50,S,MULTIFAMIL
10349,413.91,CA,1,0.48,Compost,1,0,S,MULTIFAMIL
10349,413.91,CA,2,0.48,Recycle,1,0,S,MULTIFAMIL
10355,668.93,CA,1,4,Garbage,1,668.93,S,OFFICE BLD
10355,668.93,CA,2,0.48,Recycle,1,0,S,OFFICE BLD
10355,668.93,CA,1,0.48,Compost,1,0,S,OFFICE BLD
10366,506.7,CA,5,0.48,Garbage,1,101.34,C,MULTIFAMIL
10368,1658.21,CA,1,4,Garbage,1,890.4,COUNTY,LODGING-FW
10368,1658.21,CA,1,4,Recycle,1,667.81,COUNTY,LODGING-FW
10368,1658.21,CA,1,PU,"",2,100,COUNTY,LODGING-FW
10368,1658.21,CA,1,PU,"",2,100,COUNTY,LODGING-FW
10368,1658.21,CA,1,0.32,Compost,3,0,COUNTY,LODGING-FW
10368,1658.21,CA,1,0.32,Compost,3,0,COUNTY,LODGING-FW
10368,1658.21,CA,1,0.32,Compost,3,0,COUNTY,LODGING-FW
10373,363.91,CA,1,2,Garbage,1,363.91,S,CHURCH
10373,363.91,CA,3,0.48,Recycle,1,0,S,CHURCH
10373,363.91,CA,2,0.48,Recycle,1,0,S,CHURCH
10373,363.91,CA,1,0.48,Compost,1,0,S,CHURCH
10373,363.91,CA,2,0.32,Compost,1,0,S,CHURCH
10374,363.91,CA,1,2,Garbage,1,363.91,S,COMMUNITY
10374,363.91,CA,1,0.48,Recycle,1,0,S,COMMUNITY
10374,363.91,CA,1,0.48,Recycle,1,0,S,COMMUNITY
10378,430.47,CA,1,2,Garbage,1,363.91,S,CHURCH
10378,430.47,CA,1,0.48,Compost,1,0,S,CHURCH
10378,430.47,CA,1,0.48,Recycle,1,0,S,CHURCH
10378,430.47,CA,1,0.48,Compost,1,66.56,S,CHURCH
10383,2804.07,CA,1,6,Garbage,3,2804.07,S,OFFICE BLD
10383,2804.07,CA,1,6,Garbage,3,2804.07,S,OFFICE BLD
10383,2804.07,CA,1,6,Garbage,3,2804.07,S,OFFICE BLD
10383,2804.07,CA,1,0.48,Recycle,1,0,S,OFFICE BLD
10384,363.91,CA,1,2,Garbage,1,363.91,S,CONTRACTOR
10384,363.91,CA,2,0.48,Recycle,1,0,S,CONTRACTOR
10390,101.24,CA,1,0.48,Garbage,1,101.24,Y,CHURCH
10390,101.24,CA,1,0.48,Recycle,1,0,Y,CHURCH
10390,101.24,CA,1,0.48,Compost,1,0,Y,CHURCH
10394,8471.2,CA,236,0.16,Garbage,1,33.75,Y,MOBILEHOME
10394,8471.2,CA,5,0.48,Garbage,1,101.24,Y,MOBILEHOME
10394,8471.2,CA,3,0.48,Recycle,1,0,Y,MOBILEHOME
10394,8471.2,CA,235,0.48,Recycle,1,0,Y,MOBILEHOME
10394,8471.2,CA,11,0.48,Compost,1,0,Y,MOBILEHOME
10395,1601.16,CA,1,4,Garbage,2,1526.16,Y,LODGING
10395,1601.16,CA,1,4,Garbage,2,1526.16,Y,LODGING
10395,1601.16,CA,2,0.48,Recycle,1,0,Y,LODGING
10395,1601.16,CA,1,0.32,Compost,1,0,Y,LODGING
10395,1601.16,CA,1,4,Recycle,1,75,Y,LODGING
10400,101.24,CA,1,0.48,Garbage,1,101.24,Y,OFFICE BLD
10400,101.24,CA,1,0.48,Recycle,1,0,Y,OFFICE BLD
10403,1548.35,CA,3,0.48,Garbage,1,101.24,Y,STRIP MALL
10403,1548.35,CA,1,0.48,Recycle,1,0,Y,STRIP MALL
10403,1548.35,CA,1,4,Recycle,2,1144.63,Y,STRIP MALL
10403,1548.35,CA,1,4,Recycle,2,1144.63,Y,STRIP MALL
10403,1548.35,CA,1,PU,"",2,100,Y,STRIP MALL
10403,1548.35,CA,1,PU,"",2,100,Y,STRIP MALL
10410,103.93,CA,1,0.48,Garbage,1,103.93,C,LODGING-FW
10410,103.93,CA,1,0.48,Recycle,1,0,C,LODGING-FW
10410,103.93,CA,1,0.48,Compost,1,0,C,LODGING-FW
10411,802.51,CA,7,0.48,Garbage,1,103.93,C,LODGING
10411,802.51,CA,6,0.48,Recycle,1,0,C,LODGING
10411,802.51,CA,3,0.48,Compost,1,0,C,LODGING
10411,802.51,CA,1,6,Recycle,2,75,C,LODGING
10411,802.51,CA,1,6,Recycle,2,75,C,LODGING
10418,101.24,CA,1,0.48,Garbage,1,101.24,Y,CHURCH
10418,101.24,CA,1,0.48,Recycle,1,0,Y,CHURCH
10418,101.24,CA,1,0.48,Compost,1,0,Y,CHURCH
10427,839.35,MA,1,4,Garbage,1,799.35,Y,COMMUNITY
10427,839.35,MA,1,OC,"",1,40,Y,COMMUNITY
10427,839.35,MA,3,0.48,Recycle,1,0,Y,COMMUNITY
10432,1649.14,CA,1,4,Garbage,2,1580.3,Y,NRSG HOME
10432,1649.14,CA,1,4,Garbage,2,1580.3,Y,NRSG HOME
10432,1649.14,CA,1,0.48,Recycle,1,0,Y,NRSG HOME
10432,1649.14,CA,1,0.48,Recycle,1,0,Y,NRSG HOME
10432,1649.14,CA,1,0.48,Recycle,1,0,Y,NRSG HOME
10432,1649.14,CA,1,0.48,Compost,1,0,Y,NRSG HOME
10432,1649.14,CA,1,0.48,Compost,1,0,Y,NRSG HOME
10432,1649.14,CA,1,0.48,Compost,1,0,Y,NRSG HOME
10432,1649.14,CA,1,0.48,Compost,1,68.84,Y,NRSG HOME
10433,482.56,MA,1,2,Garbage,1,482.56,COUNTY,MEMBER
10435,890.4,CA,1,4,Garbage,1,890.4,COUNTY,VINEYARD
10435,890.4,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
10435,890.4,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
10435,890.4,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
10438,1966.06,CA,1,6,Garbage,1,1298.25,COUNTY,GROUP HOME
10438,1966.06,CA,1,4,Recycle,1,667.81,COUNTY,GROUP HOME
10438,1966.06,CA,1,0.48,Recycle,1,0,COUNTY,GROUP HOME
10438,1966.06,CA,1,0.48,Recycle,1,0,COUNTY,GROUP HOME
10438,1966.06,CA,1,0.48,Recycle,1,0,COUNTY,GROUP HOME
10438,1966.06,CA,2,0.32,Compost,2,0,COUNTY,GROUP HOME
10438,1966.06,CA,2,0.32,Compost,2,0,COUNTY,GROUP HOME
10442,1585.28,CA,1,4,Garbage,1,917.47,COUNTY,INDUSTRIAL
10442,1585.28,CA,1,4,Recycle,1,667.81,COUNTY,INDUSTRIAL
10442,1585.28,CA,1,0.48,Recycle,1,0,COUNTY,INDUSTRIAL
10442,1585.28,CA,1,0.48,Recycle,1,0,COUNTY,INDUSTRIAL
10442,1585.28,CA,1,0.48,Recycle,1,0,COUNTY,INDUSTRIAL
10445,1488.25,CA,1,6,Garbage,1,1298.25,COUNTY,WINERY
10445,1488.25,CA,1,4,Recycle,1,75,COUNTY,WINERY
10445,1488.25,CA,1,OC,"",1,40,COUNTY,WINERY
10445,1488.25,CA,3,0.48,Recycle,1,0,COUNTY,WINERY
10445,1488.25,CA,1,4,Recycle,1,75,COUNTY,WINERY
10448,3499.08,CA,78,0.16,Garbage,1,44.86,COUNTY,HOSPITAL
10453,482.56,CA,1,2,Garbage,1,482.56,COUNTY,MOBILEHOME
10453,482.56,CA,1,0.48,Recycle,1,0,COUNTY,MOBILEHOME
10453,482.56,CA,1,0.48,Compost,1,0,COUNTY,MOBILEHOME
10453,482.56,CA,1,0.48,Recycle,1,0,COUNTY,MOBILEHOME
10453,482.56,CA,1,0.48,Recycle,1,0,COUNTY,MOBILEHOME
10459,482.56,CA,1,2,Garbage,1,482.56,COUNTY,HOSPITAL
10459,482.56,CA,1,0.48,Recycle,1,0,COUNTY,HOSPITAL
10461,890.4,CA,1,4,Garbage,1,890.4,COUNTY,WINERY
10461,890.4,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10461,890.4,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10461,890.4,CA,1,0.48,Compost,1,0,COUNTY,WINERY
10461,890.4,CA,1,0.48,Compost,1,0,COUNTY,WINERY
10461,890.4,CA,1,0.32,Compost,1,0,COUNTY,WINERY
10471,965.4,CA,1,4,Garbage,1,890.4,COUNTY,POLICEFIRE
10471,965.4,CA,1,4,Recycle,1,75,COUNTY,POLICEFIRE
10471,965.4,CA,1,0.48,Recycle,1,0,COUNTY,POLICEFIRE
10471,965.4,CA,2,0.48,Compost,1,0,COUNTY,POLICEFIRE
10475,965.4,CA,1,4,Garbage,1,890.4,COUNTY,WINERY
10475,965.4,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10475,965.4,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10475,965.4,CA,1,6,Recycle,1,75,COUNTY,WINERY
10480,134.57,CA,1,0.48,Garbage,1,134.57,COUNTY,SCHOOL
10480,134.57,CA,1,0.48,Recycle,1,0,COUNTY,SCHOOL
10480,134.57,CA,1,0.48,Compost,1,0,COUNTY,SCHOOL
10483,890.4,CA,1,4,Garbage,1,890.4,COUNTY,VINEYARD
10483,890.4,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
10483,890.4,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
10483,890.4,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
10487,482.56,CA,1,2,Garbage,1,482.56,COUNTY,CHURCH
10487,482.56,CA,3,0.48,Recycle,1,0,COUNTY,CHURCH
10487,482.56,CA,1,0.48,Compost,1,0,COUNTY,CHURCH
10488,699.2,CA,2,0.48,Garbage,1,174.8,COUNTY,SCHOOL
10488,699.2,CA,2,0.48,Garbage,1,174.8,COUNTY,SCHOOL
10488,699.2,CA,5,0.48,Recycle,1,0,COUNTY,SCHOOL
10488,699.2,CA,1,0.16,Recycle,1,0,COUNTY,SCHOOL
10488,699.2,CA,1,0.48,Compost,1,0,COUNTY,SCHOOL
10490,482.56,CA,1,2,Garbage,1,482.56,COUNTY,SCHOOL
10490,482.56,CA,1,0.48,Recycle,1,0,COUNTY,SCHOOL
10490,482.56,CA,1,0.48,Recycle,1,0,COUNTY,SCHOOL
10490,482.56,CA,1,0.48,Recycle,1,0,COUNTY,SCHOOL
10490,482.56,CA,1,0.48,Recycle,1,0,COUNTY,SCHOOL
10490,482.56,CA,1,0.48,Recycle,1,0,COUNTY,SCHOOL
10490,482.56,CA,4,0.16,Recycle,1,0,COUNTY,SCHOOL
10490,482.56,CA,1,0.48,Compost,1,0,COUNTY,SCHOOL
10490,482.56,CA,1,0.48,Compost,1,0,COUNTY,SCHOOL
10490,482.56,CA,1,0.48,Compost,1,0,COUNTY,SCHOOL
10490,482.56,CA,1,0.48,Recycle,1,0,COUNTY,SCHOOL
10500,363.91,CA,1,2,Garbage,1,363.91,S,MINI MART
10500,363.91,CA,3,0.48,Recycle,1,0,S,MINI MART
10503,667.81,CA,1,4,Recycle,1,667.81,COUNTY,VINEYARD
10507,965.4,CA,1,4,Garbage,1,890.4,COUNTY,WINERY
10507,965.4,CA,3,0.48,Recycle,1,0,COUNTY,WINERY
10507,965.4,CA,1,0.48,Compost,1,0,COUNTY,WINERY
10507,965.4,CA,1,6,Recycle,1,75,COUNTY,WINERY
10510,1447.1,CA,1,4,Garbage,1,1447.1,COUNTY,VINEYARD
10512,134.57,CA,1,0.48,Garbage,1,134.57,COUNTY,WINERY
10512,134.57,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10512,134.57,CA,1,0.48,Compost,1,0,COUNTY,WINERY
10516,890.4,CA,1,4,Garbage,1,890.4,COUNTY,VINEYARD
10516,890.4,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
10516,890.4,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
10516,890.4,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
10519,0,CA,1,3.5,Garbage,1,0,COUNTY,WINERY
10519,0,CA,1,3.5,Recycle,1,0,COUNTY,WINERY
10519,0,CA,1,3.5,Recycle,1,0,COUNTY,WINERY
10521,2440.1,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10521,2440.1,CA,1,4,Garbage,1,1121.14,COUNTY,WINERY
10521,2440.1,CA,1,4,Compost,1,762.37,COUNTY,WINERY
10521,2440.1,CA,1,2,Compost,1,406.59,COUNTY,WINERY
10521,2440.1,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10521,2440.1,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10521,2440.1,CA,1,2,Garbage,0,0,COUNTY,WINERY
10521,2440.1,CA,1,4,Recycle,1,75,COUNTY,WINERY
10521,2440.1,CA,1,6,Recycle,1,75,COUNTY,WINERY
10522,134.57,CA,1,0.48,Garbage,1,134.57,COUNTY,POSTOFFICE
10522,134.57,CA,1,0.48,Recycle,1,0,COUNTY,POSTOFFICE
10523,1708.21,CA,1,4,Garbage,1,890.4,COUNTY,WINERY
10523,1708.21,CA,3,0.48,Recycle,1,0,COUNTY,WINERY
10523,1708.21,CA,1,4,Recycle,1,667.81,COUNTY,WINERY
10523,1708.21,CA,1,4,Recycle,1,75,COUNTY,WINERY
10523,1708.21,CA,1,4,Recycle,1,75,COUNTY,WINERY
10524,1373.25,CA,1,6,Garbage,1,1298.25,COUNTY,GROCERY
10524,1373.25,CA,2,0.32,Compost,3,0,COUNTY,GROCERY
10524,1373.25,CA,2,0.32,Compost,3,0,COUNTY,GROCERY
10524,1373.25,CA,2,0.32,Compost,3,0,COUNTY,GROCERY
10524,1373.25,CA,1,4,Recycle,1,75,COUNTY,GROCERY
10525,3579.43,CA,1,6,Garbage,1,2133.3,COUNTY,WINERY
10525,3579.43,CA,1,4,Recycle,1,1085.33,COUNTY,WINERY
10525,3579.43,CA,2,0.32,Compost,2,180.4,COUNTY,WINERY
10525,3579.43,CA,2,0.32,Compost,2,180.4,COUNTY,WINERY
10531,2532.43,CA,1,4,Garbage,1,1447.1,COUNTY,VINEYARD
10531,2532.43,CA,1,4,Recycle,1,1085.33,COUNTY,VINEYARD
10532,2721.53,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10532,2721.53,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10532,2721.53,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10532,2721.53,CA,1,4,Compost,1,605.47,COUNTY,WINERY
10532,2721.53,CA,1,4,Recycle,1,667.81,COUNTY,WINERY
10532,2721.53,CA,1,6,Garbage,1,1298.25,COUNTY,WINERY
10532,2721.53,CA,1,4,Recycle,1,75,COUNTY,WINERY
10532,2721.53,CA,1,6,Recycle,1,75,COUNTY,WINERY
10535,890.4,CA,1,4,Garbage,1,890.4,COUNTY,VINEYARD
10535,890.4,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
10550,363.91,CA,1,2,Garbage,1,363.91,S,AUTO
10550,363.91,CA,3,0.48,Recycle,1,0,S,AUTO
10553,405.39,CA,1,1,"",0,58.89,S,CONTRACTOR
10553,405.39,CA,3,0.48,Recycle,1,0,S,CONTRACTOR
10553,405.39,CA,1,0.48,Compost,1,0,S,CONTRACTOR
10553,405.39,CA,2,0.48,Recycle,1,73.41,S,CONTRACTOR
10553,405.39,CA,3,0.48,Compost,1,66.56,S,CONTRACTOR
10556,1197.36,CA,1,6,Garbage,1,973.95,S,WINERY
10556,1197.36,CA,1,4,Recycle,2,75,S,WINERY
10556,1197.36,CA,1,4,Recycle,2,75,S,WINERY
10556,1197.36,CA,1,4,Recycle,1,75,S,WINERY
10556,1197.36,CA,3,0.48,Recycle,1,0,S,WINERY
10556,1197.36,CA,1,0.48,Recycle,1,73.41,S,WINERY
10558,2327.97,CA,1,4,Garbage,3,2252.97,Y,GROCERY
10558,2327.97,CA,1,4,Garbage,3,2252.97,Y,GROCERY
10558,2327.97,CA,1,4,Garbage,3,2252.97,Y,GROCERY
10558,2327.97,CA,3,0.48,Recycle,1,0,Y,GROCERY
10558,2327.97,CA,2,0.32,Compost,3,0,Y,GROCERY
10558,2327.97,CA,2,0.32,Compost,3,0,Y,GROCERY
10558,2327.97,CA,2,0.32,Compost,3,0,Y,GROCERY
10558,2327.97,CA,1,6,Recycle,3,75,Y,GROCERY
10558,2327.97,CA,1,6,Recycle,3,75,Y,GROCERY
10558,2327.97,CA,1,6,Recycle,3,75,Y,GROCERY
10561,1861.82,CA,1,4,Garbage,2,1580.3,Y,MULTIFAMIL
10561,1861.82,CA,1,4,Garbage,2,1580.3,Y,MULTIFAMIL
10561,1861.82,CA,9,0.48,Recycle,1,0,Y,MULTIFAMIL
10561,1861.82,CA,8,0.48,Compost,1,0,Y,MULTIFAMIL
10561,1861.82,CA,1,0.48,Compost,1,68.84,Y,MULTIFAMIL
10561,1861.82,CA,1,0.48,Compost,1,68.84,Y,MULTIFAMIL
10561,1861.82,CA,1,0.48,Compost,1,68.84,Y,MULTIFAMIL
10561,1861.82,CA,1,4,Recycle,1,75,Y,MULTIFAMIL
10579,171.28,MA,1,0.48,Garbage,1,97.87,S,MEMBER
10579,171.28,MA,1,0.48,Recycle,1,0,S,MEMBER
10579,171.28,MA,1,0.48,Recycle,1,73.41,S,MEMBER
10613,482.56,CA,1,2,Garbage,1,482.56,COUNTY,CONTRACTOR
10626,438.91,CA,1,2,Garbage,1,363.91,S,HOME IMPRO
10626,438.91,CA,1,4,Recycle,2,75,S,HOME IMPRO
10626,438.91,CA,1,4,Recycle,2,75,S,HOME IMPRO
10628,515.46,CA,1,2,Garbage,1,439.46,C,MEDICAL
10628,515.46,CA,1,0.48,Recycle,1,0,C,MEDICAL
10628,515.46,CA,1,0.48,Recycle,1,0,C,MEDICAL
10628,515.46,CA,1,0.48,Recycle,1,0,C,MEDICAL
10628,515.46,CA,1,0.48,Compost,1,0,C,MEDICAL
10628,515.46,CA,1,0.48,Recycle,1,76,C,MEDICAL
10638,413.91,CA,1,2,Garbage,1,363.91,S,OFFICE BLD
10638,413.91,CA,1,PU,"",1,50,S,OFFICE BLD
10638,413.91,CA,3,0.48,Recycle,1,0,S,OFFICE BLD
10642,363.91,CA,1,2,Garbage,1,363.91,S,LODGING
10642,363.91,CA,2,0.48,Recycle,1,0,S,LODGING
10648,1788.94,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10648,1788.94,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10648,1788.94,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10648,1788.94,CA,1,2,Garbage,2,1121.13,COUNTY,WINERY
10648,1788.94,CA,1,2,Garbage,2,1121.13,COUNTY,WINERY
10648,1788.94,CA,1,4,Recycle,1,667.81,COUNTY,WINERY
10648,1788.94,CA,1,0.32,Compost,1,0,COUNTY,WINERY
10669,233.06,CA,2,0.32,Garbage,1,116.53,COUNTY,WINERY
10669,233.06,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10730,1856.1,CA,1,4,Garbage,2,1706.1,COUNTY,WINERY
10730,1856.1,CA,1,4,Garbage,2,1706.1,COUNTY,WINERY
10730,1856.1,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10730,1856.1,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10730,1856.1,CA,1,4,Recycle,1,75,COUNTY,WINERY
10730,1856.1,CA,1,4,Recycle,1,75,COUNTY,WINERY
10771,1040.4,CA,1,4,Garbage,1,890.4,COUNTY,WINERY
10771,1040.4,CA,1,4,Recycle,1,75,COUNTY,WINERY
10771,1040.4,CA,1,4,Recycle,2,75,COUNTY,WINERY
10771,1040.4,CA,1,4,Recycle,2,75,COUNTY,WINERY
10778,32.62,CA,1,0.16,Garbage,1,32.62,S,ENTERTAINM
10778,32.62,CA,1,0.48,Recycle,1,0,S,ENTERTAINM
10791,131.25,CA,1,0.32,Garbage,1,131.25,COUNTY,WINERY
10791,131.25,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10791,131.25,CA,1,0.48,Compost,1,0,COUNTY,WINERY
10831,503.88,CA,1,2,Garbage,1,363.91,S,OFFICE BLD
10831,503.88,CA,3,0.48,Recycle,1,0,S,OFFICE BLD
10831,503.88,CA,1,0.48,Recycle,1,73.41,S,OFFICE BLD
10831,503.88,CA,1,0.48,Compost,1,0,S,OFFICE BLD
10831,503.88,CA,1,0.48,Compost,1,66.56,S,OFFICE BLD
10870,1040.4,CA,1,4,Garbage,1,890.4,COUNTY,WINERY
10870,1040.4,CA,1,4,Recycle,1,75,COUNTY,WINERY
10870,1040.4,CA,1,6,Recycle,1,75,COUNTY,WINERY
10922,1353.97,CA,1,4,Garbage,2,1278.97,S,OFFICE BLD
10922,1353.97,CA,1,4,Garbage,2,1278.97,S,OFFICE BLD
10922,1353.97,CA,1,0.48,Recycle,1,0,S,OFFICE BLD
10922,1353.97,CA,1,4,Recycle,1,75,S,OFFICE BLD
10924,89.71,CA,1,0.32,Garbage,1,89.71,COUNTY,HOME IMPRO
10924,89.71,CA,1,0.48,Recycle,1,0,COUNTY,HOME IMPRO
10924,89.71,CA,1,0.48,Compost,1,0,COUNTY,HOME IMPRO
10929,134.57,CA,1,0.48,Garbage,1,134.57,COUNTY,WINERY
10929,134.57,CA,1,0.48,Compost,1,0,COUNTY,WINERY
10929,134.57,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10959,813.49,CA,1,2,Garbage,1,482.56,COUNTY,WINERY
10959,813.49,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10959,813.49,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10959,813.49,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
10959,813.49,CA,1,0.48,Recycle,1,100.93,COUNTY,WINERY
10959,813.49,CA,1,0.48,Compost,1,0,COUNTY,WINERY
10959,813.49,CA,1,0.32,Compost,1,0,COUNTY,WINERY
10959,813.49,CA,1,4,Recycle,1,75,COUNTY,WINERY
10959,813.49,CA,1,6,Recycle,1,75,COUNTY,WINERY
10959,813.49,CA,1,OC,"",1,40,COUNTY,WINERY
10959,813.49,CA,1,LU,"",1,40,COUNTY,WINERY
10964,743.93,CA,1,4,Garbage,1,668.93,S,UTILITY
10964,743.93,CA,1,4,Recycle,1,75,S,UTILITY
10964,743.93,CA,1,0.48,Recycle,1,0,S,UTILITY
11025,202.68,CA,6,0.16,Garbage,1,33.78,C,MULTIFAMIL
11025,202.68,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
11025,202.68,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
11025,202.68,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
11025,202.68,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
11025,202.68,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
11049,2032.03,CA,1,4,Garbage,2,1706.1,COUNTY,WINERY
11049,2032.03,CA,1,4,Garbage,2,1706.1,COUNTY,WINERY
11049,2032.03,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
11049,2032.03,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
